acc_ref,beat_no,severity,no_vehicle,no_casualt,a_date,a_day,a_date_day,a_date_mon,a_date_yr,a_time_hr,a_time_min,loc_auth,road1_class,road1_no,road_type,speed_limi,junc_det,junc_ctrl,road2_class,road2_no,light_cond,weather,road_surf,spec_cond,cway_hzrds,ovrtk_patrn,easting,northing,net_id,net_type,acc_type,text_id,division,Postcode,ped_xing_hc,ped_xing_p,place_reported,Latitude,Longitude
228611,,Slight,1,1,27/03/2011,Sunday,27,March,11,18,55,230,C,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,Other object in carriageway,No overtaking,326940,674590,2106466,Segment,Pedestrian,345717,unset,EH75RQ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9588073315,-3.17033690606
228711,,Serious,1,1,06/04/2011,Wednesday,6,April,11,19,45,230,A,903,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: no street lighting,Fine with high winds,Dry,None,None,No overtaking,324290,676160,519166,Junction,Pedestrian,350815,unset,EH53QS,Control by other authorised person,Central refuge - no other controls,At scene,55.9725015475,-3.21321760076
228811,,Slight,2,1,05/04/2011,Tuesday,5,April,11,17,38,230,A,772,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,329040,668960,569390,Segment,T.V.N.P.,350816,unset,EH178NQ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9085417629,-3.13522476121
229011,,Slight,2,1,06/04/2011,Wednesday,6,April,11,6,50,230,A,90,Single carriageway - 2 lanes,40,Other junction,Automatic Traffic Signal,Unclassified,,Daylight: street lighting unknown,Raining (without high winds),Dry,None,None,No overtaking,320000,675080,519708,Junction,T.V.N.P.,350817,unset,EH46AH,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene,55.962103722,-3.28162324901
231211,,Slight,3,1,05/04/2011,Tuesday,5,April,11,18,0,230,A,6095,Roundabout,30,Roundabout,Give way sign or markings,A,1,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,331480,671750,4464195,Junction,M.V.N.P.,350818,unset,EH218RX,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene,55.9339612813,-3.09690530073
233011,,Slight,2,1,07/04/2011,Thursday,7,April,11,11,15,230,B,901,Roundabout,30,Roundabout,Give way sign or markings,C,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,325730,674680,520206,Junction,Cyclist,350819,unset,EH36NB,Control by other authorised person,Pedestrian phase at traffic signal junction,Elsewhere,55.9594303371,-3.18973985222
233811,,Slight,2,1,07/04/2011,Thursday,7,April,11,8,7,230,A,720,Dual carriageway - 2 lanes,70,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,325680,667240,2588155,Segment,T.V.N.P.,350820,unset,EH107DR,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.8925822546,-3.18849304692
235911,,Slight,2,1,07/04/2011,Thursday,7,April,11,8,30,230,Unclassified,,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,325870,676290,519238,Junction,Cyclist,350821,unset,EH64NW,Control by other authorised person,Pedestrian phase at traffic signal junction,Elsewhere,55.9739159828,-3.18794081423
236911,,Slight,2,1,08/04/2011,Friday,8,April,11,6,55,230,A,71,Dual carriageway - 2 lanes,30,Roundabout,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,320000,670830,529684,Junction,Cyclist,350822,unset,EH114BH,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.9239234917,-3.28036286547
238711,,Serious,2,1,10/04/2011,Sunday,10,April,11,12,5,230,B,701,Single carriageway - 2 lanes,30,Crossroads,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,329110,668570,530260,Junction,T.V.N.P.,350823,unset,EH178RB,No crossing facility within 50m or physical crossing facility not controlled by authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",At scene,55.9050482704,-3.13400288686
239011,,Slight,2,1,09/04/2011,Saturday,9,April,11,20,58,230,A,1,Single carriageway - 2 lanes,30,Roundabout,Give way sign or markings,A,1,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,330320,672850,12225157,Junction,T.V.N.P.,350824,unset,EH151JZ,Control by other authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",At scene,55.9436771285,-3.11575534627
239411,,Slight,1,1,06/04/2011,Wednesday,6,April,11,16,0,230,A,701,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,327200,670930,561488,Segment,Bus,350825,unset,EH165TY,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9259654693,-3.16518528187
239811,,Serious,2,5,10/04/2011,Sunday,10,April,11,14,30,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,321700,673780,565697,Segment,T.V.N.P.,350826,unset,EH43NX,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9507050928,-3.25401851573
240011,,Slight,3,3,10/04/2011,Sunday,10,April,11,9,55,230,A,701,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,A,701,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,327160,671040,529600,Junction,M.V.N.P.,350827,unset,EH165PU,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,At scene,55.9269476527,-3.16585501575
240311,,Serious,1,1,13/02/2011,Sunday,13,February,11,2,0,230,Unclassified,,Single carriageway - 2 lanes,30,Other junction,Give way sign or markings,Unclassified,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,325310,673310,521484,Junction,Pedestrian,345446,unset,EH12HS,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9470573369,-3.19608666767
240411,,Slight,2,3,09/04/2011,Saturday,9,April,11,20,20,230,Unclassified,,Roundabout,30,Roundabout,Give way sign or markings,C,,Daylight: street lighting unknown,Fine (without high winds),Dry,None,None,No overtaking,324590,672940,522732,Junction,T.V.N.P.,350828,unset,EH38DF,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.9436208877,-3.20751044344
240511,,Slight,1,1,13/02/2011,Sunday,13,February,11,2,0,230,C,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,325980,673490,2106574,Segment,Pedestrian,345447,unset,EH11NQ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9487780945,-3.18540927937
240611,,Serious,1,3,08/04/2011,Friday,8,April,11,13,35,230,A,902,Single carriageway - 2 lanes,30,'T' or staggered junction,Automatic Traffic Signal,Unclassified,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,322220,674900,520050,Junction,Pedestrian,350829,unset,EH42SD,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,At scene,55.960851269,-3.24601583853
240811,,Slight,1,2,11/04/2011,Monday,11,April,11,12,43,230,A,8,One way Street,30,'T' or staggered junction,Automatic Traffic Signal,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,324120,673270,521346,Junction,Bus,350830,unset,EH125ED,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.9465115783,-3.2151273072
241711,,Slight,2,1,06/04/2011,Wednesday,6,April,11,14,40,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,331000,672390,556998,Segment,Bus,350831,unset,EH153SA,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Central refuge - no other controls,Elsewhere,55.9396425098,-3.10475143963
241811,,Slight,2,1,03/04/2011,Sunday,3,April,11,18,5,230,A,70,Single carriageway - 2 lanes,30,'T' or staggered junction,Automatic Traffic Signal,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,322340,671100,523488,Junction,Cyclist,350832,unset,EH141QB,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene,55.9267325791,-3.24299995292
242611,,Slight,2,1,11/04/2011,Monday,11,April,11,9,50,230,Motorway,9,Dual carriageway - 2 lanes,70,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Raining (without high winds),Dry,None,None,No overtaking,311340,674480,2306848,Segment,T.V.N.P.,350833,unset,EH299EF,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9551935778,-3.42011597702
244211,,Serious,2,1,29/01/2011,Saturday,29,January,11,13,0,230,A,199,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Unknown,Dry,None,None,No overtaking,331709,672979,552062,Segment,Cyclist,365478,unset,EH152NL,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.9450354395,-3.09355115974
245611,,Slight,2,2,13/04/2011,Wednesday,13,April,11,6,18,230,Unclassified,,Single carriageway - 2 lanes,30,Crossroads,Stop sign,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,324200,675950,519418,Junction,T.V.N.P.,350834,unset,EH35QF,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9706007566,-3.21460032937
245811,,Slight,1,1,11/04/2011,Monday,11,April,11,17,30,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,326950,675000,10331469,Segment,Pedestrian,350835,unset,EH75LY,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.9624922634,-3.17028790702
246511,,Serious,1,1,13/04/2011,Wednesday,13,April,11,14,20,230,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,327690,675030,519906,Junction,Pedestrian,350836,unset,EH76BR,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene,55.9628737536,-3.15844362581
246611,,Slight,2,1,13/04/2011,Wednesday,13,April,11,18,21,230,Unclassified,,Single carriageway - 2 lanes,30,Crossroads,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,329520,669390,12219853,Junction,T.V.N.P.,350837,unset,EH177DQ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9124754708,-3.12765947021
251111,,Serious,2,1,14/04/2011,Thursday,14,April,11,7,47,230,C,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,328180,675850,523245,Junction,Cyclist,350838,unset,EH67QP,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,At scene,55.9703141364,-3.15081400252
251711,,Serious,1,1,15/04/2011,Friday,15,April,11,12,10,230,A,8,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,324310,673420,521307,Junction,Bus,350839,unset,EH37AF,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene,55.9478891097,-3.21212755043
253411,,Slight,1,1,13/04/2011,Wednesday,13,April,11,21,19,230,Unclassified,,Single carriageway - 2 lanes,30,Other junction,Give way sign or markings,Unclassified,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,329550,671620,523818,Junction,Pedestrian,350840,unset,EH164EG,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9325144511,-3.12776121837
254111,,Slight,1,1,16/04/2011,Saturday,16,April,11,17,57,230,A,900,Dual carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,325950,674110,558551,Segment,Bus,350841,unset,EH13AT,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.9543434859,-3.18605989103
255511,,Slight,1,1,17/04/2011,Sunday,17,April,11,16,0,230,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,A,901,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,326870,676020,531346,Junction,Pedestrian,350842,unset,EH66BT,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9716436839,-3.17184617466
